0.03	0.0565
0.09	0.1941
0.15	0.3903
0.21	0.5955
0.27	0.7661
0.33	0.9346
0.39	1.0000
0.45	0.9761
0.51	0.9306
0.57	0.9014
0.63	0.8495
0.69	0.7862
0.75	0.7485
0.81	0.7329
0.87	0.7013
0.93	0.6715
0.99	0.6166
